sale_id,date,store_id,product_id,quantity_sold,unit_price,revenue
2368,2024-05-24,3,105,2,4.1,8.2
2369,2024-05-24,3,108,1,4.5,4.5
2370,2024-05-24,3,104,1,4.2,4.2
2371,2024-05-24,3,103,1,3.9,3.9
2372,2024-05-24,4,101,1,3.8,3.8
2373,2024-05-24,4,105,2,4.1,8.2
2374,2024-05-24,4,104,1,4.2,4.2
2375,2024-05-24,4,101,1,3.8,3.8
2376,2024-05-24,4,103,1,3.9,3.9
2377,2024-05-24,4,108,1,4.5,4.5
2378,2024-05-24,4,102,1,4.0,4.0
2379,2024-05-24,4,103,1,3.9,3.9
2380,2024-05-24,4,102,2,4.0,8.0
2381,2024-05-24,4,108,1,4.5,4.5
2382,2024-05-24,5,108,1,4.5,4.5
2383,2024-05-24,5,101,2,3.8,7.6
2384,2024-05-24,5,105,3,4.1,12.3
2385,2024-05-24,5,106,2,3.2,6.4
2386,2024-05-24,5,106,2,3.2,6.4
2387,2024-05-24,5,101,1,3.8,3.8
2388,2024-05-24,5,101,2,3.8,7.6
2389,2024-05-24,5,102,1,4.0,4.0
2390,2024-05-24,6,106,1,3.2,3.2
2391,2024-05-24,6,104,1,4.2,4.2
2392,2024-05-24,6,102,2,4.0,8.0
2393,2024-05-24,6,102,1,4.0,4.0
2394,2024-05-24,6,104,1,4.2,4.2
2395,2024-05-24,6,107,1,3.5,3.5
2396,2024-05-24,6,106,2,3.2,6.4
2397,2024-05-24,6,104,1,4.2,4.2
2398,2024-05-24,6,105,2,4.1,8.2
2399,2024-05-24,6,110,2,3.4,6.8
2400,2024-05-24,7,101,1,3.8,3.8
2401,2024-05-24,7,104,1,4.2,4.2
2402,2024-05-24,7,101,1,3.8,3.8
2403,2024-05-24,7,104,1,4.2,4.2
2404,2024-05-24,7,108,1,4.5,4.5
2405,2024-05-24,7,108,2,4.5,9.0
2406,2024-05-24,7,107,1,3.5,3.5
2407,2024-05-24,7,108,1,4.5,4.5
2408,2024-05-24,7,103,1,3.9,3.9
2409,2024-05-24,7,102,2,4.0,8.0
2410,2024-05-24,8,107,1,3.5,3.5
2411,2024-05-24,8,108,2,4.5,9.0
2412,2024-05-24,8,108,1,4.5,4.5
2413,2024-05-24,8,108,1,4.5,4.5
2414,2024-05-24,8,102,1,4.0,4.0
2415,2024-05-24,8,105,1,4.1,4.1
2416,2024-05-24,8,106,1,3.2,3.2
2417,2024-05-24,8,104,1,4.2,4.2
2418,2024-05-24,9,104,1,4.2,4.2
2419,2024-05-24,9,108,1,4.5,4.5
2420,2024-05-24,9,102,1,4.0,4.0
2421,2024-05-24,9,109,1,2.2,2.2
2422,2024-05-24,9,107,1,3.5,3.5
2423,2024-05-24,9,104,2,4.2,8.4
2424,2024-05-24,9,110,1,3.4,3.4
2425,2024-05-24,9,107,1,3.5,3.5
2426,2024-05-24,9,103,3,3.9,11.7
2427,2024-05-24,10,105,1,4.1,4.1
2428,2024-05-24,10,108,1,4.5,4.5
2429,2024-05-24,10,108,1,4.5,4.5
2430,2024-05-24,10,103,1,3.9,3.9
2431,2024-05-24,10,107,1,3.5,3.5
2432,2024-05-24,10,102,2,4.0,8.0
2433,2024-05-24,10,101,1,3.8,3.8
2434,2024-05-24,10,101,1,3.8,3.8
2435,2024-05-24,11,107,1,3.5,3.5
2436,2024-05-24,11,105,2,4.1,8.2
2437,2024-05-24,11,108,1,4.5,4.5
2438,2024-05-24,11,105,1,4.1,4.1
2439,2024-05-24,11,104,1,4.2,4.2
2440,2024-05-24,11,103,1,3.9,3.9
2441,2024-05-24,11,109,1,2.2,2.2
2442,2024-05-24,11,104,1,4.2,4.2
2443,2024-05-24,11,110,2,3.4,6.8
2444,2024-05-24,12,107,1,3.5,3.5
2445,2024-05-24,12,105,1,4.1,4.1
2446,2024-05-24,12,102,1,4.0,4.0
2447,2024-05-24,12,105,1,4.1,4.1
2448,2024-05-24,12,106,2,3.2,6.4
2449,2024-05-24,12,105,2,4.1,8.2
2450,2024-05-24,12,103,1,3.9,3.9
2451,2024-05-25,1,104,2,4.2,8.4
2452,2024-05-25,1,105,1,4.1,4.1
2453,2024-05-25,1,110,1,3.4,3.4
2454,2024-05-25,1,108,1,4.5,4.5
2455,2024-05-25,1,103,1,3.9,3.9
2456,2024-05-25,1,105,1,4.1,4.1
2457,2024-05-25,1,106,2,3.2,6.4
2458,2024-05-25,2,105,1,4.1,4.1
2459,2024-05-25,2,103,2,3.9,7.8
2460,2024-05-25,2,108,1,4.5,4.5
2461,2024-05-25,2,101,1,3.8,3.8
2462,2024-05-25,2,108,1,4.5,4.5
2463,2024-05-25,2,108,1,4.5,4.5
2464,2024-05-25,2,103,1,3.9,3.9
2465,2024-05-25,2,108,1,4.5,4.5
2466,2024-05-25,2,108,2,4.5,9.0
2467,2024-05-25,2,103,1,3.9,3.9
2468,2024-05-25,3,101,1,3.8,3.8
2469,2024-05-25,3,108,1,4.5,4.5
2470,2024-05-25,3,108,1,4.5,4.5
2471,2024-05-25,3,107,2,3.5,7.0
2472,2024-05-25,3,102,1,4.0,4.0
2473,2024-05-25,3,103,1,3.9,3.9
2474,2024-05-25,3,101,3,3.8,11.4
2475,2024-05-25,4,101,1,3.8,3.8
2476,2024-05-25,4,102,3,4.0,12.0
2477,2024-05-25,4,106,1,3.2,3.2
2478,2024-05-25,4,101,1,3.8,3.8
2479,2024-05-25,4,101,1,3.8,3.8
2480,2024-05-25,4,105,1,4.1,4.1
2481,2024-05-25,4,109,1,2.2,2.2
2482,2024-05-25,4,103,1,3.9,3.9
2483,2024-05-25,5,105,2,4.1,8.2
2484,2024-05-25,5,102,1,4.0,4.0
2485,2024-05-25,5,105,1,4.1,4.1
2486,2024-05-25,5,106,1,3.2,3.2
2487,2024-05-25,5,109,1,2.2,2.2
2488,2024-05-25,5,106,1,3.2,3.2
2489,2024-05-25,5,104,2,4.2,8.4
2490,2024-05-25,5,104,1,4.2,4.2
2491,2024-05-25,5,109,1,2.2,2.2
2492,2024-05-25,5,105,1,4.1,4.1
2493,2024-05-25,6,110,1,3.4,3.4
2494,2024-05-25,6,101,2,3.8,7.6
2495,2024-05-25,6,105,2,4.1,8.2
2496,2024-05-25,6,105,2,4.1,8.2
2497,2024-05-25,6,103,1,3.9,3.9
2498,2024-05-25,6,103,1,3.9,3.9
2499,2024-05-25,6,102,1,4.0,4.0
2500,2024-05-25,6,108,1,4.5,4.5
2501,2024-05-25,6,102,1,4.0,4.0
2502,2024-05-25,6,105,2,4.1,8.2
2503,2024-05-25,7,108,1,4.5,4.5
2504,2024-05-25,7,102,1,4.0,4.0
2505,2024-05-25,7,105,1,4.1,4.1
2506,2024-05-25,7,108,2,4.5,9.0
2507,2024-05-25,7,106,2,3.2,6.4
2508,2024-05-25,7,107,1,3.5,3.5
2509,2024-05-25,7,107,2,3.5,7.0
2510,2024-05-25,7,104,1,4.2,4.2
2511,2024-05-25,7,108,1,4.5,4.5
2512,2024-05-25,8,105,2,4.1,8.2
2513,2024-05-25,8,104,2,4.2,8.4
2514,2024-05-25,8,106,1,3.2,3.2
2515,2024-05-25,8,104,1,4.2,4.2
2516,2024-05-25,8,101,2,3.8,7.6
2517,2024-05-25,8,108,1,4.5,4.5
2518,2024-05-25,8,103,1,3.9,3.9
2519,2024-05-25,9,102,3,4.0,12.0
2520,2024-05-25,9,102,2,4.0,8.0
2521,2024-05-25,9,106,1,3.2,3.2
2522,2024-05-25,9,110,1,3.4,3.4
2523,2024-05-25,9,103,1,3.9,3.9
2524,2024-05-25,9,108,1,4.5,4.5
2525,2024-05-25,9,108,1,4.5,4.5
2526,2024-05-25,9,101,1,3.8,3.8
2527,2024-05-25,10,103,2,3.9,7.8
2528,2024-05-25,10,108,2,4.5,9.0
2529,2024-05-25,10,103,1,3.9,3.9
2530,2024-05-25,10,110,1,3.4,3.4
2531,2024-05-25,10,106,2,3.2,6.4
2532,2024-05-25,10,108,1,4.5,4.5
2533,2024-05-25,10,110,2,3.4,6.8
2534,2024-05-25,10,104,1,4.2,4.2
2535,2024-05-25,11,104,2,4.2,8.4
2536,2024-05-25,11,102,2,4.0,8.0
2537,2024-05-25,11,105,1,4.1,4.1
2538,2024-05-25,11,101,2,3.8,7.6
2539,2024-05-25,11,108,1,4.5,4.5
2540,2024-05-25,11,106,2,3.2,6.4
2541,2024-05-25,11,102,1,4.0,4.0
2542,2024-05-25,11,106,1,3.2,3.2
2543,2024-05-25,11,104,1,4.2,4.2
2544,2024-05-25,11,107,2,3.5,7.0
2545,2024-05-25,12,101,3,3.8,11.4
2546,2024-05-25,12,107,1,3.5,3.5
2547,2024-05-25,12,101,2,3.8,7.6
2548,2024-05-25,12,106,1,3.2,3.2
2549,2024-05-25,12,106,3,3.2,9.6
2550,2024-05-25,12,110,1,3.4,3.4
2551,2024-05-25,12,106,2,3.2,6.4
2552,2024-05-25,12,102,1,4.0,4.0
2553,2024-05-26,1,103,1,3.9,3.9
2554,2024-05-26,1,102,1,4.0,4.0
2555,2024-05-26,1,107,1,3.5,3.5
2556,2024-05-26,1,108,1,4.5,4.5
2557,2024-05-26,1,105,2,4.1,8.2
2558,2024-05-26,1,108,1,4.5,4.5
2559,2024-05-26,1,108,2,4.5,9.0
2560,2024-05-26,1,105,1,4.1,4.1
2561,2024-05-26,1,101,1,3.8,3.8
2562,2024-05-26,1,101,2,3.8,7.6
2563,2024-05-26,2,107,1,3.5,3.5
2564,2024-05-26,2,105,1,4.1,4.1
2565,2024-05-26,2,101,1,3.8,3.8
2566,2024-05-26,2,102,1,4.0,4.0
2567,2024-05-26,2,107,1,3.5,3.5
2568,2024-05-26,2,106,1,3.2,3.2
2569,2024-05-26,2,102,1,4.0,4.0
2570,2024-05-26,2,109,1,2.2,2.2
2571,2024-05-26,3,104,3,4.2,12.6
2572,2024-05-26,3,106,2,3.2,6.4
2573,2024-05-26,3,103,1,3.9,3.9
2574,2024-05-26,3,107,1,3.5,3.5
2575,2024-05-26,3,103,1,3.9,3.9
2576,2024-05-26,3,102,1,4.0,4.0
2577,2024-05-26,3,102,2,4.0,8.0
2578,2024-05-26,4,104,1,4.2,4.2
2579,2024-05-26,4,107,1,3.5,3.5
2580,2024-05-26,4,103,2,3.9,7.8
2581,2024-05-26,4,108,1,4.5,4.5
2582,2024-05-26,4,104,1,4.2,4.2
2583,2024-05-26,4,101,1,3.8,3.8
2584,2024-05-26,4,102,1,4.0,4.0
2585,2024-05-26,5,101,1,3.8,3.8
2586,2024-05-26,5,101,2,3.8,7.6
2587,2024-05-26,5,107,2,3.5,7.0
2588,2024-05-26,5,101,1,3.8,3.8
2589,2024-05-26,5,106,1,3.2,3.2
2590,2024-05-26,5,107,1,3.5,3.5
2591,2024-05-26,5,107,2,3.5,7.0
2592,2024-05-26,5,101,1,3.8,3.8
2593,2024-05-26,5,104,2,4.2,8.4
2594,2024-05-26,6,106,1,3.2,3.2
2595,2024-05-26,6,106,2,3.2,6.4
2596,2024-05-26,6,102,1,4.0,4.0
2597,2024-05-26,6,102,3,4.0,12.0
2598,2024-05-26,6,101,2,3.8,7.6
2599,2024-05-26,6,108,1,4.5,4.5
2600,2024-05-26,6,101,1,3.8,3.8
2601,2024-05-26,6,106,2,3.2,6.4
2602,2024-05-26,6,110,1,3.4,3.4
2603,2024-05-26,6,102,2,4.0,8.0
2604,2024-05-26,7,102,2,4.0,8.0
2605,2024-05-26,7,108,1,4.5,4.5
2606,2024-05-26,7,104,1,4.2,4.2
2607,2024-05-26,7,105,1,4.1,4.1
2608,2024-05-26,7,105,1,4.1,4.1
2609,2024-05-26,7,108,1,4.5,4.5
2610,2024-05-26,7,101,1,3.8,3.8
2611,2024-05-26,8,105,1,4.1,4.1
2612,2024-05-26,8,104,2,4.2,8.4
2613,2024-05-26,8,104,1,4.2,4.2
2614,2024-05-26,8,102,1,4.0,4.0
2615,2024-05-26,8,101,1,3.8,3.8
2616,2024-05-26,8,107,1,3.5,3.5
2617,2024-05-26,8,105,2,4.1,8.2
2618,2024-05-26,8,102,1,4.0,4.0
2619,2024-05-26,9,103,1,3.9,3.9
2620,2024-05-26,9,110,2,3.4,6.8
2621,2024-05-26,9,104,2,4.2,8.4
2622,2024-05-26,9,109,1,2.2,2.2
2623,2024-05-26,9,104,1,4.2,4.2
2624,2024-05-26,9,107,1,3.5,3.5
2625,2024-05-26,9,108,2,4.5,9.0
2626,2024-05-26,9,103,3,3.9,11.7
2627,2024-05-26,9,110,1,3.4,3.4
2628,2024-05-26,9,102,2,4.0,8.0
2629,2024-05-26,10,109,1,2.2,2.2
2630,2024-05-26,10,104,2,4.2,8.4
2631,2024-05-26,10,103,1,3.9,3.9
2632,2024-05-26,10,105,1,4.1,4.1
2633,2024-05-26,10,104,1,4.2,4.2
2634,2024-05-26,10,103,1,3.9,3.9
2635,2024-05-26,10,104,1,4.2,4.2
2636,2024-05-26,10,106,1,3.2,3.2
2637,2024-05-26,10,107,2,3.5,7.0
2638,2024-05-26,10,107,1,3.5,3.5
2639,2024-05-26,11,107,2,3.5,7.0
2640,2024-05-26,11,107,1,3.5,3.5
2641,2024-05-26,11,101,2,3.8,7.6
2642,2024-05-26,11,102,1,4.0,4.0
2643,2024-05-26,11,108,1,4.5,4.5
2644,2024-05-26,11,105,1,4.1,4.1
2645,2024-05-26,11,105,1,4.1,4.1
2646,2024-05-26,11,103,3,3.9,11.7
2647,2024-05-26,11,107,1,3.5,3.5
2648,2024-05-26,11,103,1,3.9,3.9
2649,2024-05-26,12,101,1,3.8,3.8
2650,2024-05-26,12,110,1,3.4,3.4
2651,2024-05-26,12,103,1,3.9,3.9
2652,2024-05-26,12,103,1,3.9,3.9
2653,2024-05-26,12,102,1,4.0,4.0
2654,2024-05-26,12,109,1,2.2,2.2
2655,2024-05-26,12,104,1,4.2,4.2
2656,2024-05-26,12,109,1,2.2,2.2
2657,2024-05-26,12,102,2,4.0,8.0
2658,2024-05-26,12,106,1,3.2,3.2
2659,2024-05-27,1,108,1,4.5,4.5
2660,2024-05-27,1,104,1,4.2,4.2
2661,2024-05-27,1,101,2,3.8,7.6
2662,2024-05-27,1,106,1,3.2,3.2
2663,2024-05-27,1,110,1,3.4,3.4
2664,2024-05-27,1,108,1,4.5,4.5
2665,2024-05-27,1,107,1,3.5,3.5
2666,2024-05-27,1,107,1,3.5,3.5
2667,2024-05-27,1,106,1,3.2,3.2
2668,2024-05-27,2,108,1,4.5,4.5
2669,2024-05-27,2,104,1,4.2,4.2
2670,2024-05-27,2,103,2,3.9,7.8
2671,2024-05-27,2,101,1,3.8,3.8
2672,2024-05-27,2,107,1,3.5,3.5
2673,2024-05-27,2,103,1,3.9,3.9
2674,2024-05-27,2,102,1,4.0,4.0
2675,2024-05-27,2,106,3,3.2,9.6
2676,2024-05-27,3,108,2,4.5,9.0
2677,2024-05-27,3,102,1,4.0,4.0
2678,2024-05-27,3,101,1,3.8,3.8
2679,2024-05-27,3,103,1,3.9,3.9
2680,2024-05-27,3,105,1,4.1,4.1
2681,2024-05-27,3,107,1,3.5,3.5
2682,2024-05-27,3,103,2,3.9,7.8
2683,2024-05-27,4,107,1,3.5,3.5
2684,2024-05-27,4,103,1,3.9,3.9
2685,2024-05-27,4,107,1,3.5,3.5
2686,2024-05-27,4,106,1,3.2,3.2
2687,2024-05-27,4,101,1,3.8,3.8
2688,2024-05-27,4,103,1,3.9,3.9
2689,2024-05-27,4,101,1,3.8,3.8
2690,2024-05-27,4,102,1,4.0,4.0
2691,2024-05-27,4,108,1,4.5,4.5
2692,2024-05-27,5,108,2,4.5,9.0
2693,2024-05-27,5,108,1,4.5,4.5
2694,2024-05-27,5,103,1,3.9,3.9
2695,2024-05-27,5,101,1,3.8,3.8
2696,2024-05-27,5,104,2,4.2,8.4
2697,2024-05-27,5,104,1,4.2,4.2
2698,2024-05-27,5,101,3,3.8,11.4
2699,2024-05-27,5,101,1,3.8,3.8
2700,2024-05-27,5,101,2,3.8,7.6
2701,2024-05-27,5,106,1,3.2,3.2
2702,2024-05-27,6,104,2,4.2,8.4
2703,2024-05-27,6,103,1,3.9,3.9
2704,2024-05-27,6,103,1,3.9,3.9
2705,2024-05-27,6,104,1,4.2,4.2
2706,2024-05-27,6,104,1,4.2,4.2
2707,2024-05-27,6,106,1,3.2,3.2
2708,2024-05-27,6,104,1,4.2,4.2
2709,2024-05-27,7,107,1,3.5,3.5
2710,2024-05-27,7,107,1,3.5,3.5
2711,2024-05-27,7,106,1,3.2,3.2
2712,2024-05-27,7,108,1,4.5,4.5
2713,2024-05-27,7,110,3,3.4,10.2
2714,2024-05-27,7,108,2,4.5,9.0
2715,2024-05-27,7,106,1,3.2,3.2
2716,2024-05-27,7,108,1,4.5,4.5
2717,2024-05-27,7,107,1,3.5,3.5
2718,2024-05-27,8,108,1,4.5,4.5
2719,2024-05-27,8,104,1,4.2,4.2
2720,2024-05-27,8,106,1,3.2,3.2
2721,2024-05-27,8,106,1,3.2,3.2
2722,2024-05-27,8,106,1,3.2,3.2
2723,2024-05-27,8,102,1,4.0,4.0
2724,2024-05-27,8,102,1,4.0,4.0
2725,2024-05-27,9,103,1,3.9,3.9
2726,2024-05-27,9,110,1,3.4,3.4
2727,2024-05-27,9,101,1,3.8,3.8
2728,2024-05-27,9,110,2,3.4,6.8
2729,2024-05-27,9,103,1,3.9,3.9
2730,2024-05-27,9,103,1,3.9,3.9
2731,2024-05-27,9,109,2,2.2,4.4
2732,2024-05-27,10,107,1,3.5,3.5
2733,2024-05-27,10,103,1,3.9,3.9
2734,2024-05-27,10,106,3,3.2,9.6
2735,2024-05-27,10,101,2,3.8,7.6
2736,2024-05-27,10,101,1,3.8,3.8
2737,2024-05-27,10,106,1,3.2,3.2
2738,2024-05-27,10,103,1,3.9,3.9
2739,2024-05-27,10,101,1,3.8,3.8
2740,2024-05-27,11,107,1,3.5,3.5
2741,2024-05-27,11,104,1,4.2,4.2
2742,2024-05-27,11,106,3,3.2,9.6
2743,2024-05-27,11,105,1,4.1,4.1
2744,2024-05-27,11,105,2,4.1,8.2
2745,2024-05-27,11,107,1,3.5,3.5
2746,2024-05-27,11,104,2,4.2,8.4
2747,2024-05-27,11,109,1,2.2,2.2
2748,2024-05-27,12,102,1,4.0,4.0
2749,2024-05-27,12,103,1,3.9,3.9
2750,2024-05-27,12,101,1,3.8,3.8
2751,2024-05-27,12,101,1,3.8,3.8
2752,2024-05-27,12,108,1,4.5,4.5
2753,2024-05-27,12,105,2,4.1,8.2
2754,2024-05-27,12,110,1,3.4,3.4
2755,2024-05-27,12,103,1,3.9,3.9
2756,2024-05-28,1,109,1,2.2,2.2
2757,2024-05-28,1,106,2,3.2,6.4
2758,2024-05-28,1,110,1,3.4,3.4
2759,2024-05-28,1,105,1,4.1,4.1
2760,2024-05-28,1,107,1,3.5,3.5
2761,2024-05-28,1,101,2,3.8,7.6
2762,2024-05-28,1,104,1,4.2,4.2
2763,2024-05-28,2,102,2,4.0,8.0
2764,2024-05-28,2,101,1,3.8,3.8
2765,2024-05-28,2,109,1,2.2,2.2
2766,2024-05-28,2,108,1,4.5,4.5
2767,2024-05-28,2,104,1,4.2,4.2
2768,2024-05-28,2,102,1,4.0,4.0
2769,2024-05-28,2,105,1,4.1,4.1
2770,2024-05-28,2,105,1,4.1,4.1
2771,2024-05-28,3,108,2,4.5,9.0
2772,2024-05-28,3,103,2,3.9,7.8
2773,2024-05-28,3,101,1,3.8,3.8
2774,2024-05-28,3,103,1,3.9,3.9
2775,2024-05-28,3,101,2,3.8,7.6
2776,2024-05-28,3,101,2,3.8,7.6
2777,2024-05-28,3,105,1,4.1,4.1
2778,2024-05-28,3,106,1,3.2,3.2
2779,2024-05-28,3,101,1,3.8,3.8
2780,2024-05-28,3,101,1,3.8,3.8
2781,2024-05-28,4,101,1,3.8,3.8
2782,2024-05-28,4,106,1,3.2,3.2
2783,2024-05-28,4,110,1,3.4,3.4
2784,2024-05-28,4,109,2,2.2,4.4
2785,2024-05-28,4,102,1,4.0,4.0
2786,2024-05-28,4,101,1,3.8,3.8
2787,2024-05-28,4,107,1,3.5,3.5
2788,2024-05-28,4,106,1,3.2,3.2
2789,2024-05-28,5,106,1,3.2,3.2
2790,2024-05-28,5,104,1,4.2,4.2
2791,2024-05-28,5,105,2,4.1,8.2
2792,2024-05-28,5,105,1,4.1,4.1
2793,2024-05-28,5,103,2,3.9,7.8
2794,2024-05-28,5,109,2,2.2,4.4
2795,2024-05-28,5,107,1,3.5,3.5
2796,2024-05-28,6,106,1,3.2,3.2
2797,2024-05-28,6,107,1,3.5,3.5
2798,2024-05-28,6,106,1,3.2,3.2
2799,2024-05-28,6,103,1,3.9,3.9
2800,2024-05-28,6,106,1,3.2,3.2
2801,2024-05-28,6,108,2,4.5,9.0
2802,2024-05-28,6,104,1,4.2,4.2
2803,2024-05-28,6,107,1,3.5,3.5
2804,2024-05-28,6,104,3,4.2,12.6
2805,2024-05-28,7,106,1,3.2,3.2
2806,2024-05-28,7,104,1,4.2,4.2
2807,2024-05-28,7,110,3,3.4,10.2
2808,2024-05-28,7,106,1,3.2,3.2
2809,2024-05-28,7,101,1,3.8,3.8
2810,2024-05-28,7,108,2,4.5,9.0
2811,2024-05-28,7,106,1,3.2,3.2
2812,2024-05-28,7,107,2,3.5,7.0
2813,2024-05-28,7,110,1,3.4,3.4
2814,2024-05-28,8,110,1,3.4,3.4
2815,2024-05-28,8,101,1,3.8,3.8
2816,2024-05-28,8,109,1,2.2,2.2
2817,2024-05-28,8,109,1,2.2,2.2
2818,2024-05-28,8,110,2,3.4,6.8
2819,2024-05-28,8,102,1,4.0,4.0
2820,2024-05-28,8,109,1,2.2,2.2
2821,2024-05-28,8,110,1,3.4,3.4
2822,2024-05-28,8,106,2,3.2,6.4
2823,2024-05-28,8,108,1,4.5,4.5
2824,2024-05-28,9,105,1,4.1,4.1
2825,2024-05-28,9,107,2,3.5,7.0
2826,2024-05-28,9,101,1,3.8,3.8
2827,2024-05-28,9,102,1,4.0,4.0
2828,2024-05-28,9,109,1,2.2,2.2
2829,2024-05-28,9,102,3,4.0,12.0
2830,2024-05-28,9,106,1,3.2,3.2
2831,2024-05-28,9,106,2,3.2,6.4
2832,2024-05-28,9,110,2,3.4,6.8
2833,2024-05-28,10,104,1,4.2,4.2
2834,2024-05-28,10,102,1,4.0,4.0
2835,2024-05-28,10,107,2,3.5,7.0
2836,2024-05-28,10,105,1,4.1,4.1
2837,2024-05-28,10,103,1,3.9,3.9
2838,2024-05-28,10,108,1,4.5,4.5
2839,2024-05-28,10,103,3,3.9,11.7
2840,2024-05-28,10,103,1,3.9,3.9
2841,2024-05-28,11,105,1,4.1,4.1
2842,2024-05-28,11,106,2,3.2,6.4
2843,2024-05-28,11,103,2,3.9,7.8
2844,2024-05-28,11,103,1,3.9,3.9
2845,2024-05-28,11,106,2,3.2,6.4
2846,2024-05-28,11,107,3,3.5,10.5
2847,2024-05-28,11,106,3,3.2,9.6
2848,2024-05-28,11,105,1,4.1,4.1
2849,2024-05-28,12,110,1,3.4,3.4
2850,2024-05-28,12,105,1,4.1,4.1
2851,2024-05-28,12,110,1,3.4,3.4
2852,2024-05-28,12,103,2,3.9,7.8
2853,2024-05-28,12,103,1,3.9,3.9
2854,2024-05-28,12,108,1,4.5,4.5
2855,2024-05-28,12,107,2,3.5,7.0
2856,2024-05-28,12,103,1,3.9,3.9
2857,2024-05-28,12,107,1,3.5,3.5
2858,2024-05-28,12,108,2,4.5,9.0
2859,2024-05-29,1,105,1,4.1,4.1
2860,2024-05-29,1,101,1,3.8,3.8
2861,2024-05-29,1,109,2,2.2,4.4
2862,2024-05-29,1,103,1,3.9,3.9
2863,2024-05-29,1,106,1,3.2,3.2
2864,2024-05-29,1,104,1,4.2,4.2
2865,2024-05-29,1,105,1,4.1,4.1
2866,2024-05-29,1,110,2,3.4,6.8
2867,2024-05-29,2,108,1,4.5,4.5
2868,2024-05-29,2,107,1,3.5,3.5
2869,2024-05-29,2,101,1,3.8,3.8
2870,2024-05-29,2,108,1,4.5,4.5
2871,2024-05-29,2,108,1,4.5,4.5
2872,2024-05-29,2,106,2,3.2,6.4
2873,2024-05-29,2,102,3,4.0,12.0
2874,2024-05-29,3,101,1,3.8,3.8
2875,2024-05-29,3,103,1,3.9,3.9
2876,2024-05-29,3,106,1,3.2,3.2
2877,2024-05-29,3,108,1,4.5,4.5
2878,2024-05-29,3,104,2,4.2,8.4
2879,2024-05-29,3,103,2,3.9,7.8
2880,2024-05-29,3,103,1,3.9,3.9
2881,2024-05-29,3,102,2,4.0,8.0
2882,2024-05-29,3,101,1,3.8,3.8
2883,2024-05-29,3,106,1,3.2,3.2
2884,2024-05-29,4,101,1,3.8,3.8
2885,2024-05-29,4,104,1,4.2,4.2
2886,2024-05-29,4,109,1,2.2,2.2
2887,2024-05-29,4,103,2,3.9,7.8
2888,2024-05-29,4,103,1,3.9,3.9
2889,2024-05-29,4,108,1,4.5,4.5
2890,2024-05-29,4,110,1,3.4,3.4
2891,2024-05-29,5,108,2,4.5,9.0
2892,2024-05-29,5,101,1,3.8,3.8
2893,2024-05-29,5,106,3,3.2,9.6
2894,2024-05-29,5,106,1,3.2,3.2
2895,2024-05-29,5,103,1,3.9,3.9
2896,2024-05-29,5,102,1,4.0,4.0
2897,2024-05-29,5,106,1,3.2,3.2
2898,2024-05-29,5,102,1,4.0,4.0
2899,2024-05-29,6,104,1,4.2,4.2
2900,2024-05-29,6,103,1,3.9,3.9
2901,2024-05-29,6,102,1,4.0,4.0
2902,2024-05-29,6,108,1,4.5,4.5
2903,2024-05-29,6,104,1,4.2,4.2
2904,2024-05-29,6,107,1,3.5,3.5
2905,2024-05-29,6,106,1,3.2,3.2
2906,2024-05-29,6,105,1,4.1,4.1
2907,2024-05-29,7,105,2,4.1,8.2
2908,2024-05-29,7,101,1,3.8,3.8
2909,2024-05-29,7,101,1,3.8,3.8
2910,2024-05-29,7,101,1,3.8,3.8
2911,2024-05-29,7,107,1,3.5,3.5
2912,2024-05-29,7,106,1,3.2,3.2
2913,2024-05-29,7,107,1,3.5,3.5
2914,2024-05-29,8,106,1,3.2,3.2
2915,2024-05-29,8,106,1,3.2,3.2
2916,2024-05-29,8,108,1,4.5,4.5
2917,2024-05-29,8,107,1,3.5,3.5
2918,2024-05-29,8,101,1,3.8,3.8
2919,2024-05-29,8,108,1,4.5,4.5
2920,2024-05-29,8,105,1,4.1,4.1
2921,2024-05-29,9,106,1,3.2,3.2
2922,2024-05-29,9,105,1,4.1,4.1
2923,2024-05-29,9,110,1,3.4,3.4
2924,2024-05-29,9,102,1,4.0,4.0
2925,2024-05-29,9,106,1,3.2,3.2
2926,2024-05-29,9,107,1,3.5,3.5
2927,2024-05-29,9,101,1,3.8,3.8
2928,2024-05-29,9,101,2,3.8,7.6
2929,2024-05-29,9,101,1,3.8,3.8
2930,2024-05-29,10,107,2,3.5,7.0
2931,2024-05-29,10,102,1,4.0,4.0
2932,2024-05-29,10,109,1,2.2,2.2
2933,2024-05-29,10,104,1,4.2,4.2
2934,2024-05-29,10,108,1,4.5,4.5
2935,2024-05-29,10,105,1,4.1,4.1
2936,2024-05-29,10,108,1,4.5,4.5
2937,2024-05-29,10,102,3,4.0,12.0
2938,2024-05-29,10,108,2,4.5,9.0
2939,2024-05-29,11,101,1,3.8,3.8
2940,2024-05-29,11,110,1,3.4,3.4
2941,2024-05-29,11,101,1,3.8,3.8
2942,2024-05-29,11,108,2,4.5,9.0
2943,2024-05-29,11,107,1,3.5,3.5
2944,2024-05-29,11,101,1,3.8,3.8
2945,2024-05-29,11,107,1,3.5,3.5
2946,2024-05-29,11,103,1,3.9,3.9
2947,2024-05-29,12,110,1,3.4,3.4
2948,2024-05-29,12,102,1,4.0,4.0
2949,2024-05-29,12,104,1,4.2,4.2
